PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0120160716585;;;;;DISPOSAL REFNO:;D20160720008
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;528123;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG LP 12528123;104;29.75;3094;24.06;1251.12
2;528074;GIFT WRAP ROLL HMK 6IN LP 12528074;15;42.50;637.5;28.62;214.57
3;528084;GIFT WRAP ROLL HMK 3IN LP 12528084;10;21.75;217.5;23.04;76.74
4;528044;GIFT WRAP ROLL HMK 3IN HP 12528044;9;39.50;355.5;18.38;82.71
5;528124;GIFT WRAP ROLL HMK SM 3IN HP WITH TAGS 12528124;20;50.00;1000;23.16;231.6
6;528034;GIFT WRAP ROLL HMK 6IN HP 12528034;3;80.00;240;36.68;55.02
7;528133;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG HP 12528133;2;44.75;89.5;12.03;24.06
8;528094;GIFT WRAP ROLL HMK SM 5IN LP WITH TAGS 12528094;2;39.50;79;13.61;27.21
9;528075;GIFT WRAP ROLL HMK XRW 6IN LP 12528075;16;39.50;632;27.42;219.4
10;884394;GIFT WRAP HMK HWC ORANGE FLORAL HOLO 11884394;3;89.50;268.5;32.73;98.19
11;641013;GIFT BAG HMK EGHB LINEAR FLOWER PATTERN SML 11641013;7;63.00;441;19.1;133.7
12;528024;GIFT WRAP ROLL HMK 10IN HP 12528024;2;132.50;265;61.08;61.08
13;528014;GIFT WRAP ROLL HMK 25IN HP 12528014;1;320.00;320;68.79;68.79
;;;194;;7639.5;;2544.19
