PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0420160915005;;;;;DISPOSAL REFNO:;D20160917001
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;706580;BIC RS2 0.8 BLU TRANSLU BLU TUB50 112599;9599;3.50;33596.5;0.25;479.95
2;706488;BIC BU2 0.7 FASHION YLW BLU BX50 80946;727;14.50;10541.5;14.61;3540.49
3;706518;BIC BU2 0.7 FASHION TURQ BLK BX50 81164;1480;14.50;21460;9.74;7207.6
4;706528;BIC BU2 0.7 FASHION TURQ BLU BX50 81164;263;14.50;3813.5;4.87;1280.81
5;706570;BIC RS2 0.8 BLK TRANSLU BLK TUB50 112598;6730;3.50;23555;0.35;336.5
6;706413;BIC BU2 0.7 BLK BX50 39293;2545;14.50;36902.5;0;0
7;706538;BIC BU2 0.7 FASHION PINK RED BX50 80945;676;14.50;9802;14.61;3292.12
8;706423;BIC BU2 0.7 BLU BX50 39293;2;14.50;29;0;0
9;706478;BIC BU2 0.7 FASHION YLW BLK BX50 80946;751;14.50;10889.5;9.74;3657.37
10;706508;BIC BU2 0.7 FASHION PRP BLU BX50 81163;761;14.50;11034.5;14.61;3706.07
11;706498;BIC BU2 0.7 FASHION PRP BLK BX50 81163;2191;14.50;31769.5;14.61;10670.17
12;706433;BIC BU2 0.7 RED BX50 39294;1470;14.50;21315;0;0
13;706120;BIC ATLANTIS STIC RED BX12 39293;3;29.50;88.5;11.34;34.02
14;706383;BIC ROUND STIC GRIP BLU BX12 112589;1;14.75;14.75;0.41;0.41
;;;27199;;214811.75;;34205.51
