PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0420160910001;;;;;DISPOSAL REFNO:;D20160914001
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;706590;BIC RS2 0.8 RED TRANSLU RED TUB50 112600;2947;7.00;20629;0.15;147.35
2;706580;BIC RS2 0.8 BLU TRANSLU BLU TUB50 112599;11961;3.50;41863.5;0.45;598.05
3;706570;BIC RS2 0.8 BLK TRANSLU BLK TUB50 112598;5811;3.50;20338.5;0.35;290.55
4;706413;BIC BU2 0.7 BLK BX50 39293;939;14.50;13615.5;0;0
5;706423;BIC BU2 0.7 BLU BX50 39293;6463;14.50;93713.5;0;0
6;706518;BIC BU2 0.7 FASHION TURQ BLK BX50 81164;4055;14.50;58797.5;24.35;19747.85
7;706433;BIC BU2 0.7 RED BX50 39294;1487;14.50;21561.5;0;0
8;706498;BIC BU2 0.7 FASHION PRP BLK BX50 81163;1355;14.50;19647.5;14.61;6598.85
9;706478;BIC BU2 0.7 FASHION YLW BLK BX50 80946;5631;14.50;81649.5;24.35;27422.97
10;706488;BIC BU2 0.7 FASHION YLW BLU BX50 80946;4228;14.50;61306;19.48;20590.36
11;706508;BIC BU2 0.7 FASHION PRP BLU BX50 81163;558;14.50;8091;9.74;2717.46
12;706538;BIC BU2 0.7 FASHION PINK RED BX50 80945;886;14.50;12847;14.61;4314.82
13;706528;BIC BU2 0.7 FASHION TURQ BLU BX50 81164;1600;14.50;23200;14.61;7792
14;706640;BIC RS2 BP FINE 0.8 ASS TRANSLU TUB 716478;1336;7.00;9352;0.12;73.48
15;706383;BIC ROUND STIC GRIP BLU BX12 112589;4;14.75;59;0.41;1.65
16;706393;BIC ROUND STIC GRIP RED BX12 112590;2;14.75;29.5;0.33;0.66
17;706373;BIC ROUND STIC GRIP BLK BX12 19407;4;14.75;59;0.41;1.65
18;706120;BIC ATLANTIS STIC RED BX12 39293;60;29.50;1770;11.34;680.4
;;;49327;;488529.5;;90978.1
