PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0220160311126;;;;;DISPOSAL REFNO:;D20160316006
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;528133;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG HP 12528133;70;44.75;3132.5;24.06;842.1
2;528123;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG LP 12528123;61;29.75;1814.75;12.03;733.83
3;528094;GIFT WRAP ROLL HMK SM 5IN LP WITH TAGS 12528094;5;39.50;197.5;27.22;68.02
4;528084;GIFT WRAP ROLL HMK 3IN LP 12528084;1;21.75;21.75;6.41;6.41
5;528085;GIFT WRAP ROLL HMK XRW 3IN LP 12528085;5;19.75;98.75;31.35;31.35
6;528042;GIFTWRAP ROLL HMK XRW 3-IN HP;2;37.00;74;16.8;16.8
7;528074;GIFT WRAP ROLL HMK 6IN LP 12528074;5;42.50;212.5;42.03;70.06
8;528073;GIFTWRAP ROLL HMK XRW 6IN LP;1;39.50;39.5;13.54;13.54
9;528043;GIFTWRAP ROLL HMK XRW 3IN HP;1;37.00;37;9.35;9.35
10;686734;PARTY POPPERS 80CM FORMAL OCCASSIONS 41-686734;14;132.50;1855;510.38;549.64
11;686720;PARTY POPPERS 80CM EVERYDAY OCCASSION 11686720;9;132.50;1192.5;397.8;397.8
12;686713;PARTY POPPERS 80CM BLACK 11686713;10;132.50;1325;157.04;392.6
13;686733;PARTY POPPERS 40CM FORMAL OCCASSIONS 41-686733;6;63.00;378;124.44;124.44
14;686732;PARTY POPPERS 40CM EVERYDAY OCCASION 11686732;6;63.00;378;124.44;124.44
;;;196;;10756.75;;3380.38
