PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0120160412423;;;;;DISPOSAL REFNO:;D20160414003
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;846333;GIFT BOX HMK KBX BLUE FLOWERS SQUARE LARGE 11846333;1;132.50;132.5;58.4;58.4
2;846214;GIFT BOX HMK KBX PURPLE AND YELLOW STRIPES LRG 11846214;5;210.00;1050;100.35;501.72
3;846224;GIFT BOX HMK KBX BLUE AND GREEN STRIPES LRG 11846224;5;210.00;1050;100.35;501.72
4;846184;GIFT BOX HMK KBX BLUE AND GREEN STRIPES SML 11846184;1;168.00;168;80.35;80.34
5;846454;GIFT BOX HMK KBX PAISLEY SQR LRG 11846454;1;105.00;105;47.85;47.84
6;846065;GIFT BOX HMK KBX BLUE EMBOSSED SML 11846065;2;120.00;240;42.35;84.69
7;846324;GIFT BOX HMK KBX PINK HANDMADE LRG 11846324;13;37.00;481;30.7;199.49
8;981032;GIFT BOX HMK XBX CMAS TREE KRAFT BOX MEDIUM 12981032;1;115.00;115;44.52;44.52
9;981155;GIFT BOX HMK XBX CMAS BOX LETTERING 12981155;1;199.00;199;76.1;76.1
10;846274;GIFT BOX HMK KBX YELLOW HANDMADE SML 11846274;8;22.50;180;9.35;74.76
11;846314;GIFT BOX HMK KBX BLUE HANDMADE MED 11846314;7;35.50;248.5;14.25;99.72
12;846344;GIFT BOX HMK KBX BLUE HANDMADE LRG 11846344;5;37.00;185;15.35;76.72
13;846334;GIFT BOX HMK KBX YELLOW HANDMADE LRG 11846334;10;37.00;370;15.35;153.45
14;846304;GIFT BOX HMK KBX YELLOW HANDMADE MED 11846304;1;35.50;35.5;14.25;14.24
15;846294;GIFT BOX HMK KBX PINK HANDMADE MED 11846294;1;35.50;35.5;14.25;14.24
16;981654;GIFT BOX HMK SQR SNOWMEN LRG 12981654;1;150.00;150;48.1;48.1
17;381053;GIFT BOX HMK EGGB PINK BIG 11381053;10;175.00;1750;80.24;802.4
18;381063;GIFT BOX HMK EGGB PINK SMALL 11381063;4;145.00;580;65.24;260.96
19;381033;GIFT BOX HMK EGGB VIOLET MINI 11381033;3;120.00;360;55.24;165.72
20;381043;GIFT BOX HMK EGGB VIOLET TINY 11381043;1;99.50;99.5;45.24;45.24
;;;81;;7534.5;;3350.37
