PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0120160716590;;;;;DISPOSAL REFNO:;D20160720013
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;359022;MODELLING CLAY 81359022 ART ATTACK;76;19.75;1501;8.86;673.21
2;846324;GIFT BOX HMK KBX PINK HANDMADE LRG 11846324;1;37.00;37;15.35;15.34
3;523031;CARD HMK HIC BABY YELLOW  11523031;2;26.00;52;20.47;40.94
;;;79;;1590;;729.49
