PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0220160304096;;;;;DISPOSAL REFNO:;D20160308007
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;528123;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG LP 12528123;238;29.75;7080.5;108.27;2863.14
2;913441;CRAFT EASY ACC LEATHER TASSLE PINK 2IN 41913441;1;26.00;26;9.05;9.05
3;528094;GIFT WRAP ROLL HMK SM 5IN LP WITH TAGS 12528094;50;39.50;1975;40.83;680.25
4;528034;GIFT WRAP ROLL HMK 6IN HP 12528034;2;80.00;160;33.08;33.08
5;528075;GIFT WRAP ROLL HMK XRW 6IN LP 12528075;5;39.50;197.5;68.55;68.55
6;528064;GIFT WRAP ROLL HMK 10IN LP 12528064;2;65.50;131;47.86;47.86
7;528084;GIFT WRAP ROLL HMK 3IN LP 12528084;5;21.75;108.75;32.05;32.05
8;528085;GIFT WRAP ROLL HMK XRW 3IN LP 12528085;6;19.75;118.5;37.62;37.62
9;528042;GIFTWRAP ROLL HMK XRW 3-IN HP;1;37.00;37;8.4;8.4
10;528044;GIFT WRAP ROLL HMK 3IN HP 12528044;1;39.50;39.5;8.29;8.29
;;;311;;9873.75;;3788.29
