PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0220160316142;;;;;DISPOSAL REFNO:;D20160322004
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;681012;OIL PASTEL 81681012 ART ATTACK 8s;3;32.50;97.5;13.33;39.99
;;;3;;97.5;;39.99
