PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0120160815704;;;;;DISPOSAL REFNO:;D20160819019
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;706478;BIC BU2 0.7 FASHION YLW BLK BX50 80946;3497;14.50;50706.5;14.61;17030.39
2;706570;BIC RS2 0.8 BLK TRANSLU BLK TUB50 112598;7376;3.50;25816;0.25;368.8
3;706518;BIC BU2 0.7 FASHION TURQ BLK BX50 81164;2441;14.50;35394.5;9.74;11887.67
4;706580;BIC RS2 0.8 BLU TRANSLU BLU TUB50 112599;12909;3.50;45181.5;0.45;645.45
5;706468;BIC VELOCITY STICK BP 1.0 BLK BX12 81190;2342;26.00;60892;5.17;12108.14
6;706413;BIC BU2 0.7 BLK BX50 39293;3199;14.50;46385.5;0;0
7;706498;BIC BU2 0.7 FASHION PRP BLK BX50 81163;2844;14.50;41238;9.74;13850.28
8;706528;BIC BU2 0.7 FASHION TURQ BLU BX50 81164;920;14.50;13340;4.87;4480.4
9;706423;BIC BU2 0.7 BLU BX50 39293;1989;14.50;28840.5;0;0
10;706590;BIC RS2 0.8 RED TRANSLU RED TUB50 112600;789;7.00;5523;0.05;39.45
11;706303;BIC ORNG 0.7 KBICBICBICBIC;480;8.50;4080;0.16;76.8
12;706020;BIC NS FINE EZG 0.7 BLU BX50 766086;2648;4.75;12578;2.1;1845.66
13;706488;BIC BU2 0.7 FASHION YLW BLU BX50 80946;1120;14.50;16240;4.87;5454.4
14;706508;BIC BU2 0.7 FASHION PRP BLU BX50 81163;1490;14.50;21605;4.87;7256.3
15;706383;BIC ROUND STIC GRIP BLU BX12 112589;1934;14.75;28526.5;0.82;796.04
16;706393;BIC ROUND STIC GRIP RED BX12 112590;920;14.75;13570;0.33;303.6
17;706433;BIC BU2 0.7 RED BX50 39294;1465;14.50;21242.5;0;0
18;706538;BIC BU2 0.7 FASHION PINK RED BX50 80945;244;14.50;3538;4.87;1188.28
;;;48607;;474697.5;;77331.66
